time_s,sensor_id,axis,acceleration_mps2,velocity_mps
10.1300,STN_A,N,0.017420,0.000571
10.1400,STN_A,N,-0.005114,0.000334
10.1500,STN_A,N,-0.004912,0.000152
10.1600,STN_A,N,-0.006946,-0.000008
10.1700,STN_A,N,-0.004774,-0.000102
10.1800,STN_A,N,0.011214,0.000010
10.1900,STN_A,N,-0.003494,-0.000001
10.2000,STN_A,N,0.004801,0.000066
10.2100,STN_A,N,-0.001646,0.000065
10.2200,STN_A,N,-0.005973,0.000010
10.2300,STN_A,N,-0.006961,-0.000069
10.2400,STN_A,N,-0.000807,-0.000088
10.2500,STN_A,N,-0.000911,-0.000138
10.2600,STN_A,N,0.004684,-0.000155
10.2700,STN_A,N,0.008547,-0.000156
10.2800,STN_A,N,0.012222,-0.000144
10.2900,STN_A,N,0.026496,-0.000013
10.3000,STN_A,N,0.029059,0.000132
10.3100,STN_A,N,0.019834,0.000176
10.3200,STN_A,N,0.017737,0.000199
10.3300,STN_A,N,0.016769,0.000214
10.3400,STN_A,N,0.012070,0.000188
10.3500,STN_A,N,0.006626,0.000122
10.3600,STN_A,N,0.005117,0.000056
10.3700,STN_A,N,0.006169,0.000020
10.3800,STN_A,N,0.007165,0.000016
10.3900,STN_A,N,0.012074,0.000086
10.4000,STN_A,N,0.012770,0.000181
10.4100,STN_A,N,0.001296,0.000180
10.4200,STN_A,N,-0.004022,0.000143
10.4300,STN_A,N,-0.008349,0.000080
10.4400,STN_A,N,-0.006717,0.000050
10.4500,STN_A,N,-0.010837,0.000002
10.4600,STN_A,N,-0.012739,-0.000039
10.4700,STN_A,N,-0.011220,-0.000063
10.4800,STN_A,N,-0.009311,-0.000065
10.4900,STN_A,N,-0.011116,-0.000097
10.5000,STN_A,N,-0.013588,-0.000174
10.5100,STN_A,N,-0.000737,-0.000147
10.5200,STN_A,N,-0.006205,-0.000192
10.5300,STN_A,N,0.002965,-0.000156
10.5400,STN_A,N,0.014582,-0.000018
10.5500,STN_A,N,0.012119,0.000078
10.5600,STN_A,N,0.005713,0.000088
10.5700,STN_A,N,-0.000790,0.000024
10.5800,STN_A,N,0.005166,0.000008
10.5900,STN_A,N,0.006243,0.000003
10.6000,STN_A,N,0.007750,0.000031
10.6100,STN_A,N,0.008444,0.000085
10.6200,STN_A,N,0.005574,0.000118
10.6300,STN_A,N,0.002213,0.000130
10.6400,STN_A,N,-0.002330,0.000122
10.6500,STN_A,N,-0.007595,0.000083
10.6600,STN_A,N,-0.001920,0.000129
10.6700,STN_A,N,-0.014037,0.000084
10.6800,STN_A,N,-0.018870,0.000015
10.6900,STN_A,N,-0.016987,-0.000017
10.7000,STN_A,N,-0.018840,-0.000053
10.7100,STN_A,N,-0.022503,-0.000125
10.7200,STN_A,N,-0.019307,-0.000163
10.7300,STN_A,N,-0.015127,-0.000168
10.7400,STN_A,N,-0.017224,-0.000207
10.7500,STN_A,N,-0.008433,-0.000176
10.7600,STN_A,N,-0.004156,-0.000114
10.7700,STN_A,N,-0.004491,-0.000071
10.7800,STN_A,N,-0.006080,-0.000053
10.7900,STN_A,N,0.000488,0.000028
10.8000,STN_A,N,-0.006559,0.000034
10.8100,STN_A,N,-0.007236,0.000037
10.8200,STN_A,N,-0.009875,0.000028
10.8300,STN_A,N,-0.012003,0.000016
10.8400,STN_A,N,-0.013360,0.000006
10.8500,STN_A,N,-0.012414,0.000030
10.8600,STN_A,N,-0.017810,0.000021
10.8700,STN_A,N,-0.023406,-0.000022
10.8800,STN_A,N,-0.021707,-0.000021
10.8900,STN_A,N,-0.023810,-0.000017
10.9000,STN_A,N,-0.027025,0.218428
10.9100,STN_A,N,-0.030086,0.436829
10.9200,STN_A,N,-0.036466,0.655149
10.9300,STN_A,N,-0.036177,0.873448
0.0000,STN_A,E,0.083294,-0.000321
0.0100,STN_A,E,0.093600,-0.000077
0.0200,STN_A,E,-0.040441,-0.001134
0.0300,STN_A,E,0.094102,-0.000661
0.0400,STN_A,E,0.296188,0.001778
0.0500,STN_A,E,0.165330,0.002694
0.0600,STN_A,E,-0.039497,0.001621
0.0700,STN_A,E,-0.184144,-0.000750
0.0800,STN_A,E,0.053882,-0.000507
0.0900,STN_A,E,0.215582,0.001458
0.1000,STN_A,E,0.023245,0.001810
0.1100,STN_A,E,-0.054542,0.001532
0.1200,STN_A,E,-0.274648,-0.000870
0.1300,STN_A,E,-0.010639,-0.000498
0.1400,STN_A,E,-0.013785,0.000005
0.1500,STN_A,E,0.017080,0.000794
0.1600,STN_A,E,-0.116628,-0.000174
0.1700,STN_A,E,-0.317984,-0.003761
0.1800,STN_A,E,-0.108609,-0.006093
0.1900,STN_A,E,0.237817,-0.005423
0.2000,STN_A,E,0.444406,-0.003197
0.2100,STN_A,E,0.549390,-0.000476
0.2200,STN_A,E,0.565091,0.001888
0.2300,STN_A,E,0.451054,0.002364
0.2400,STN_A,E,0.497348,0.003156
0.2500,STN_A,E,0.570184,0.004671
0.2600,STN_A,E,0.398934,0.004756
0.2700,STN_A,E,0.428465,0.005597
0.2800,STN_A,E,0.039343,0.002463
0.2900,STN_A,E,0.242579,0.001297
0.3000,STN_A,E,0.161497,-0.000707
0.3100,STN_A,E,0.089169,-0.003380
0.3200,STN_A,E,0.648929,-0.000638
0.3300,STN_A,E,0.515383,0.000908
0.3400,STN_A,E,0.524209,0.002496
0.3500,STN_A,E,0.516420,0.004323
0.3600,STN_A,E,0.581030,0.006988
0.3700,STN_A,E,0.289677,0.006832
0.3800,STN_A,E,0.084975,0.005238
0.3900,STN_A,E,-0.074086,0.002364
0.4000,STN_A,E,-0.030641,0.000246
0.4100,STN_A,E,-0.002738,-0.001216
0.4200,STN_A,E,0.039392,-0.001974
0.4300,STN_A,E,0.205299,-0.001289
0.4400,STN_A,E,0.201441,-0.001188
0.4500,STN_A,E,0.140770,-0.002383
0.4600,STN_A,E,0.297421,-0.002662
0.4700,STN_A,E,0.506293,-0.001767
0.4800,STN_A,E,0.630824,-0.000201
0.4900,STN_A,E,0.614162,0.001018
0.5000,STN_A,E,0.620077,0.002139
0.5100,STN_A,E,0.912746,0.005897
0.5200,STN_A,E,0.613653,0.006670
0.5300,STN_A,E,0.384273,0.005047
0.5400,STN_A,E,0.359569,0.003262
0.5500,STN_A,E,0.431012,0.002558
0.5600,STN_A,E,0.290401,0.000680
0.5700,STN_A,E,0.609862,0.002713
0.5800,STN_A,E,0.544744,0.004462
0.5900,STN_A,E,0.247403,0.003183
0.6000,STN_A,E,0.388503,0.003407
0.6100,STN_A,E,0.196289,0.002267
0.6200,STN_A,E,0.246052,0.002007
0.6300,STN_A,E,0.439816,0.004299
0.6400,STN_A,E,0.266811,0.005290
0.6500,STN_A,E,-0.127252,0.002121
0.6600,STN_A,E,-0.091488,-0.000656
0.6700,STN_A,E,-0.005087,-0.002571
0.6800,STN_A,E,0.116457,-0.003261
0.6900,STN_A,E,0.465719,-0.000240
0.7000,STN_A,E,0.354902,0.001604
0.7100,STN_A,E,0.198640,0.001632
0.7200,STN_A,E,0.235686,0.001961
0.7300,STN_A,E,0.221560,0.002082
0.7400,STN_A,E,0.336262,0.003206
0.7500,STN_A,E,0.125711,0.002443
0.7600,STN_A,E,-0.021382,0.000624
0.7700,STN_A,E,0.060171,0.000111
0.7800,STN_A,E,0.261462,0.001850
0.7900,STN_A,E,0.247469,0.003705
0.8000,STN_A,E,-0.060401,0.002748
0.8100,STN_A,E,-0.292241,-0.000743
0.8200,STN_A,E,-0.002640,-0.001804
0.8300,STN_A,E,-0.035051,-0.003413
0.8400,STN_A,E,0.069920,-0.003984
0.8500,STN_A,E,0.341896,-0.001722
0.8600,STN_A,E,0.443870,0.001338
0.8700,STN_A,E,0.284198,0.002220
0.8800,STN_A,E,0.273109,0.002783
0.8900,STN_A,E,0.134413,0.002045
0.9000,STN_A,E,0.161002,0.001821
0.9100,STN_A,E,0.289489,0.003740
0.9200,STN_A,E,0.205007,0.005996
0.9300,STN_A,E,-0.120393,0.005687
0.9400,STN_A,E,-0.179196,0.005643
0.9500,STN_A,E,-0.515126,0.002922
0.9600,STN_A,E,-0.739115,-0.001426
0.9700,STN_A,E,-0.404003,-0.001564
0.9800,STN_A,E,-0.579677,-0.002501
0.9900,STN_A,E,-0.548722,-0.002355
1.0000,STN_A,E,-0.450632,-0.000640
1.0100,STN_A,E,-0.570335,0.000258
1.0200,STN_A,E,-0.752493,-0.000521
1.0300,STN_A,E,-0.894648,-0.002136
1.0400,STN_A,E,-0.766250,-0.002175
1.0500,STN_A,E,-0.895075,-0.003246
1.0600,STN_A,E,-0.884578,-0.004340
1.0700,STN_A,E,-0.988841,-0.006503
1.0800,STN_A,E,-0.872053,-0.008086
1.0900,STN_A,E,-0.804266,-0.009716
1.1000,STN_A,E,-0.324013,-0.006886
1.1100,STN_A,E,-0.543045,-0.006591
1.1200,STN_A,E,-0.164092,-0.002597
1.1300,STN_A,E,-0.170950,0.000923
1.1400,STN_A,E,-0.423287,0.001509
1.1500,STN_A,E,-0.550464,0.000495
1.1600,STN_A,E,-0.793686,-0.003085
1.1700,STN_A,E,-0.584091,-0.004642
1.1800,STN_A,E,-0.460209,-0.004547
1.1900,STN_A,E,-0.476920,-0.004557
1.2000,STN_A,E,-0.190336,-0.001824
1.2100,STN_A,E,-0.469958,-0.001972
1.2200,STN_A,E,-0.576705,-0.003398
1.2300,STN_A,E,-0.233734,-0.001370
1.2400,STN_A,E,-0.300713,-0.000070
1.2500,STN_A,E,-0.464807,-0.000609
1.2600,STN_A,E,-0.584047,-0.002241
1.2700,STN_A,E,-0.607534,-0.004275
1.2800,STN_A,E,-0.402245,-0.004876
1.2900,STN_A,E,-0.279216,-0.004890
1.3000,STN_A,E,-0.289678,-0.005409
1.3100,STN_A,E,-0.302339,-0.006225
1.3200,STN_A,E,0.043080,-0.003483
1.3300,STN_A,E,0.408745,0.003011
1.3400,STN_A,E,0.100051,0.006556
1.3500,STN_A,E,-0.293629,0.006377
1.3600,STN_A,E,-0.688466,0.002387
1.3700,STN_A,E,-0.703283,-0.001566
1.3800,STN_A,E,-0.539649,-0.003401
1.3900,STN_A,E,-0.492017,-0.003818
1.4000,STN_A,E,-0.426959,-0.002709
1.4100,STN_A,E,-0.487754,-0.001824
1.4200,STN_A,E,-0.438132,-0.000463
1.4300,STN_A,E,-0.533348,-0.000412
1.4400,STN_A,E,-0.775557,-0.003357
1.4500,STN_A,E,-0.677521,-0.005547
1.4600,STN_A,E,-0.668390,-0.007983
1.4700,STN_A,E,-0.345244,-0.007339
1.4800,STN_A,E,0.034301,-0.003175
1.4900,STN_A,E,-0.266135,-0.002642
1.5000,STN_A,E,-0.090100,-0.001349
1.5100,STN_A,E,-0.336555,-0.003510
1.5200,STN_A,E,-0.162450,-0.005360
1.5300,STN_A,E,0.092964,-0.005912
1.5400,STN_A,E,0.225416,-0.005790
1.5500,STN_A,E,0.311690,-0.005859
1.5600,STN_A,E,0.762065,-0.002217
1.5700,STN_A,E,0.910062,0.002315
1.5800,STN_A,E,0.685225,0.004124
1.5900,STN_A,E,0.787616,0.006628
1.6000,STN_A,E,0.702318,0.007575
1.6100,STN_A,E,0.253712,0.003677
1.6200,STN_A,E,0.312669,0.000263
1.6300,STN_A,E,0.420955,-0.002178
1.6400,STN_A,E,0.929919,-0.000203
1.6500,STN_A,E,0.670739,-0.001054
1.6600,STN_A,E,0.867138,-0.000368
1.6700,STN_A,E,1.020779,0.001033
1.6800,STN_A,E,1.358586,0.004878
1.6900,STN_A,E,1.021176,0.004495
1.7000,STN_A,E,1.129310,0.005117
1.7100,STN_A,E,1.075792,0.004906
1.7200,STN_A,E,1.246639,0.006910
1.7300,STN_A,E,1.274552,0.009581
1.7400,STN_A,E,1.006055,0.010873
1.7500,STN_A,E,0.969591,0.012690
1.7600,STN_A,E,0.360134,0.009220
1.7700,STN_A,E,0.632118,0.008902
1.7800,STN_A,E,0.053584,0.003515
1.7900,STN_A,E,0.131123,-0.000196
1.8000,STN_A,E,0.320999,-0.001295
1.8100,STN_A,E,0.644363,0.001667
1.8200,STN_A,E,0.530941,0.003471
1.8300,STN_A,E,0.373496,0.003796
1.8400,STN_A,E,0.292796,0.002880
1.8500,STN_A,E,0.141651,0.000138
1.8600,STN_A,E,0.384646,-0.000104
1.8700,STN_A,E,0.535973,0.001572
1.8800,STN_A,E,0.488218,0.002737
1.8900,STN_A,E,0.445712,0.003794
1.9000,STN_A,E,0.250379,0.002900
1.9100,STN_A,E,0.240049,0.001952
1.9200,STN_A,E,0.564025,0.004477
1.9300,STN_A,E,0.056684,0.002336
1.9400,STN_A,E,0.290471,0.003295
1.9500,STN_A,E,0.091734,0.002988
1.9600,STN_A,E,0.152346,0.004018
1.9700,STN_A,E,0.128096,0.005486
1.9800,STN_A,E,-0.273806,0.004008
1.9900,STN_A,E,-0.274941,0.003335
2.0000,STN_A,E,-0.481385,0.001306
2.0100,STN_A,E,-0.440725,-0.000291
2.0200,STN_A,E,-0.508720,-0.002787
2.0300,STN_A,E,-0.759444,-0.007398
2.0400,STN_A,E,-0.417397,-0.008454
2.0500,STN_A,E,0.065617,-0.005087
2.0600,STN_A,E,0.370992,0.000763
2.0700,STN_A,E,-0.263292,0.000063
2.0800,STN_A,E,-0.408313,-0.002322
2.0900,STN_A,E,0.131160,0.000000
2.1000,STN_A,E,0.089929,0.001512
2.1100,STN_A,E,-0.233206,-0.000798
2.1200,STN_A,E,-0.273957,-0.003789
2.1300,STN_A,E,-0.072073,-0.006041
2.1400,STN_A,E,-0.018919,-0.009407
2.1500,STN_A,E,0.655606,-0.007172
2.1600,STN_A,E,0.643661,-0.006435
2.1700,STN_A,E,1.017609,-0.003640
2.1800,STN_A,E,1.237379,-0.000308
2.1900,STN_A,E,1.274311,0.001827
2.2000,STN_A,E,1.469465,0.004112
2.2100,STN_A,E,1.448252,0.005421
2.2200,STN_A,E,1.386160,0.005226
2.2300,STN_A,E,1.495114,0.005595
2.2400,STN_A,E,1.781457,0.008929
2.2500,STN_A,E,1.420299,0.008698
2.2600,STN_A,E,1.526861,0.009813
2.2700,STN_A,E,1.542760,0.010834
2.2800,STN_A,E,1.135561,0.007321
2.2900,STN_A,E,1.228885,0.004361
2.3000,STN_A,E,1.188241,0.000992
2.3100,STN_A,E,1.701186,0.002420
2.3200,STN_A,E,1.847444,0.005309
2.3300,STN_A,E,1.877002,0.008912
2.3400,STN_A,E,1.782302,0.011472
2.3500,STN_A,E,1.754344,0.013451
2.3600,STN_A,E,1.527287,0.012891
2.3700,STN_A,E,1.124439,0.008815
2.3800,STN_A,E,1.232332,0.006471
2.3900,STN_A,E,1.530313,0.007644
2.4000,STN_A,E,1.455312,0.008588
2.4100,STN_A,E,1.189954,0.007310
2.4200,STN_A,E,1.193980,0.007029
2.4300,STN_A,E,1.339977,0.008843
2.4400,STN_A,E,1.261700,0.010376
2.4500,STN_A,E,1.321866,0.013806
2.4600,STN_A,E,0.571106,0.011327
2.4700,STN_A,E,0.489085,0.009110
2.4800,STN_A,E,0.730134,0.010079
2.4900,STN_A,E,0.235732,0.006871
2.5000,STN_A,E,-0.142952,0.001132
2.5100,STN_A,E,0.107215,-0.000870
2.5200,STN_A,E,0.417884,0.000730
2.5300,STN_A,E,0.574280,0.004271
2.5400,STN_A,E,0.004350,0.002805
2.5500,STN_A,E,0.087387,0.002196
2.5600,STN_A,E,0.076337,0.000862
2.5700,STN_A,E,0.110874,-0.000481
2.5800,STN_A,E,0.038317,-0.002593
2.5900,STN_A,E,0.209941,-0.002652
2.6000,STN_A,E,0.470304,-0.000294
2.6100,STN_A,E,0.462245,0.001844
2.6200,STN_A,E,0.461297,0.003943
2.6300,STN_A,E,0.237535,0.003845
2.6400,STN_A,E,0.190053,0.003220
2.6500,STN_A,E,0.228079,0.002920
2.6600,STN_A,E,0.105458,0.001302
2.6700,STN_A,E,0.070226,-0.000784
2.6800,STN_A,E,0.089972,-0.003133
2.6900,STN_A,E,0.265704,-0.003578
2.7000,STN_A,E,0.561753,-0.001375
2.7100,STN_A,E,0.578636,0.000899
2.7200,STN_A,E,0.921263,0.006116
2.7300,STN_A,E,0.090592,0.002520
2.7400,STN_A,E,0.502500,0.002831
2.7500,STN_A,E,0.326546,0.001156
2.7600,STN_A,E,0.589023,0.001884
2.7700,STN_A,E,0.575876,0.002349
2.7800,STN_A,E,0.301802,0.000507
2.7900,STN_A,E,0.492204,0.000091
2.8000,STN_A,E,0.784376,0.002570
2.8100,STN_A,E,0.709475,0.003583
2.8200,STN_A,E,0.487700,0.001847
2.8300,STN_A,E,0.567796,0.000734
2.8400,STN_A,E,0.530658,-0.001272
2.8500,STN_A,E,1.042589,0.001258
2.8600,STN_A,E,1.120309,0.004148
2.8700,STN_A,E,0.753785,0.002667
2.8800,STN_A,E,0.823825,0.000461
2.8900,STN_A,E,1.076005,-0.000491
2.9000,STN_A,E,1.200843,-0.001192
2.9100,STN_A,E,1.414838,0.000109
2.9200,STN_A,E,1.913439,0.006366
2.9300,STN_A,E,1.836044,0.011122
2.9400,STN_A,E,1.528289,0.012262
2.9500,STN_A,E,1.179050,0.009701
2.9600,STN_A,E,1.152096,0.007013
2.9700,STN_A,E,1.479783,0.008293
2.9800,STN_A,E,1.362164,0.009450
2.9900,STN_A,E,1.284997,0.010862
3.0000,STN_A,E,1.057961,0.010794
3.0100,STN_A,E,0.724339,0.007893
3.0200,STN_A,E,0.860395,0.006771
3.0300,STN_A,E,0.808444,0.005794
3.0400,STN_A,E,0.738435,0.005084
3.0500,STN_A,E,0.675568,0.004988
3.0600,STN_A,E,0.734209,0.006433
3.0700,STN_A,E,0.814715,0.009291
3.0800,STN_A,E,0.395542,0.008892
3.0900,STN_A,E,0.041974,0.006016
3.1000,STN_A,E,0.103650,0.004933
3.1100,STN_A,E,0.116153,0.005166
3.1200,STN_A,E,-0.073909,0.004740
3.1300,STN_A,E,-0.251382,0.004020
3.1400,STN_A,E,-0.436248,0.002084
3.1500,STN_A,E,-0.516990,-0.000369
3.1600,STN_A,E,-0.506251,-0.002122
3.1700,STN_A,E,-0.666411,-0.004906
3.1800,STN_A,E,-0.237001,-0.003221
3.1900,STN_A,E,-0.248623,-0.001532
3.2000,STN_A,E,-0.488841,-0.002302
3.2100,STN_A,E,-0.454813,-0.003254
3.2200,STN_A,E,-0.248266,-0.002784
3.2300,STN_A,E,-0.371307,-0.004645
3.2400,STN_A,E,-0.379903,-0.007227
3.2500,STN_A,E,0.005368,-0.006219
3.2600,STN_A,E,0.136622,-0.004494
3.2700,STN_A,E,0.435055,-0.000412
3.2800,STN_A,E,0.398008,0.002697
3.2900,STN_A,E,0.013497,0.001349
3.3000,STN_A,E,0.106312,0.000367
3.3100,STN_A,E,0.173503,-0.000288
3.3200,STN_A,E,0.354370,-0.000069
3.3300,STN_A,E,0.239674,-0.001676
3.3400,STN_A,E,0.182678,-0.004632
3.3500,STN_A,E,0.350281,-0.007377
3.3600,STN_A,E,1.071365,-0.004323
3.3700,STN_A,E,1.114019,-0.001819
3.3800,STN_A,E,1.177733,0.000419
3.3900,STN_A,E,1.477715,0.004538
3.4000,STN_A,E,1.518343,0.008223
3.4100,STN_A,E,1.149254,0.007506
3.4200,STN_A,E,1.258545,0.007740
3.4300,STN_A,E,1.358500,0.008688
3.4400,STN_A,E,1.022051,0.006212
3.4500,STN_A,E,1.062720,0.003927
3.4600,STN_A,E,1.212479,0.003278
3.4700,STN_A,E,1.399171,0.004374
3.4800,STN_A,E,1.238100,0.004118
3.4900,STN_A,E,1.692995,0.009452
3.5000,STN_A,E,1.380340,0.012334
3.5100,STN_A,E,1.270883,0.014584
3.5200,STN_A,E,0.999325,0.014932
3.5300,STN_A,E,0.317428,0.009159
3.5400,STN_A,E,0.348057,0.004178
3.5500,STN_A,E,0.600189,0.002847
3.5600,STN_A,E,0.399187,0.000315
3.5700,STN_A,E,0.700495,0.001277
3.5800,STN_A,E,0.752941,0.002836
3.5900,STN_A,E,0.564310,0.002083
3.6000,STN_A,E,0.570897,0.001087
3.6100,STN_A,E,0.789768,0.002214
3.6200,STN_A,E,0.927393,0.003848
3.6300,STN_A,E,0.743022,0.002809
3.6400,STN_A,E,0.656506,0.000398
3.6500,STN_A,E,0.666523,-0.002479
3.6600,STN_A,E,1.267229,0.000422
3.6700,STN_A,E,1.530720,0.005539
3.6800,STN_A,E,1.260263,0.007568
3.6900,STN_A,E,1.129811,0.007421
3.7000,STN_A,E,0.799928,0.002880
3.7100,STN_A,E,1.208649,0.001279
3.7200,STN_A,E,1.311242,0.000101
3.7300,STN_A,E,1.613990,0.001627
3.7400,STN_A,E,1.752013,0.003982
3.7500,STN_A,E,1.813216,0.006388
3.7600,STN_A,E,1.870742,0.008458
3.7700,STN_A,E,1.854163,0.010011
3.7800,STN_A,E,1.811264,0.010984
3.7900,STN_A,E,1.691233,0.010842
3.8000,STN_A,E,1.710462,0.011152
3.8100,STN_A,E,1.560807,0.010418
3.8200,STN_A,E,1.461976,0.008946
3.8300,STN_A,E,1.527880,0.008304
3.8400,STN_A,E,1.493639,0.007333
3.8500,STN_A,E,1.359052,0.004629
3.8600,STN_A,E,1.621489,0.004033
3.8700,STN_A,E,1.683459,0.003376
3.8800,STN_A,E,1.797309,0.003387
3.8900,STN_A,E,2.078403,0.005562
3.9000,STN_A,E,2.227040,0.008650
3.9100,STN_A,E,2.241042,0.011414
3.9200,STN_A,E,1.932548,0.010564
3.9300,STN_A,E,2.174988,0.011891
3.9400,STN_A,E,2.067552,0.011820
3.9500,STN_A,E,1.822811,0.009620
3.9600,STN_A,E,2.149992,0.010955
3.9700,STN_A,E,1.931364,0.009802
3.9800,STN_A,E,2.120577,0.010179
3.9900,STN_A,E,1.760411,0.006705
4.0000,STN_A,E,1.963109,0.005228
4.0100,STN_A,E,2.543901,0.009523
4.0200,STN_A,E,2.293809,0.011664
4.0300,STN_A,E,2.424886,0.015021
4.0400,STN_A,E,2.097298,0.015147
4.0500,STN_A,E,1.857923,0.012313
4.0600,STN_A,E,1.804213,0.008610
4.0700,STN_A,E,2.025813,0.007455
4.0800,STN_A,E,2.075758,0.006492
4.0900,STN_A,E,2.326252,0.007949
4.1000,STN_A,E,2.294830,0.009041
4.1100,STN_A,E,2.212312,0.008848
4.1200,STN_A,E,2.601235,0.012049
4.1300,STN_A,E,2.510022,0.014216
4.1400,STN_A,E,2.148574,0.012931
4.1500,STN_A,E,2.317164,0.013470
4.1600,STN_A,E,2.298774,0.014332
4.1700,STN_A,E,2.148270,0.014125
4.1800,STN_A,E,1.913582,0.012255
4.1900,STN_A,E,2.188219,0.014370
4.2000,STN_A,E,1.787028,0.013548
4.2100,STN_A,E,1.777551,0.013729
4.2200,STN_A,E,1.916310,0.016673
4.2300,STN_A,E,1.271578,0.014084
4.2400,STN_A,E,1.074019,0.010587
4.2500,STN_A,E,1.219309,0.010172
4.2600,STN_A,E,0.922740,0.007976
4.2700,STN_A,E,1.234179,0.010087
4.2800,STN_A,E,0.846294,0.009420
4.2900,STN_A,E,0.559370,0.006416
4.3000,STN_A,E,0.602421,0.003743
4.3100,STN_A,E,0.584082,0.000598
4.3200,STN_A,E,0.815893,-0.000872
4.3300,STN_A,E,0.739368,-0.003222
4.3400,STN_A,E,1.174318,-0.001305
4.3500,STN_A,E,1.507032,0.003808
4.3600,STN_A,E,1.565322,0.009515
4.3700,STN_A,E,1.349412,0.013261
4.3800,STN_A,E,0.929402,0.013104
4.3900,STN_A,E,0.689872,0.011065
4.4000,STN_A,E,0.592040,0.009038
4.4100,STN_A,E,0.385637,0.006751
4.4200,STN_A,E,0.518178,0.008102
4.4300,STN_A,E,0.226040,0.008564
4.4400,STN_A,E,0.185310,0.010500
4.4500,STN_A,E,-0.298101,0.009337
4.4600,STN_A,E,-0.747236,0.005363
4.4700,STN_A,E,-0.682306,0.003703
4.4800,STN_A,E,-0.952625,0.000846
4.4900,STN_A,E,-1.044613,-0.001336
4.5000,STN_A,E,-1.088772,-0.002460
4.5100,STN_A,E,-1.279394,-0.004394
4.5200,STN_A,E,-0.987401,-0.002715
4.5300,STN_A,E,-1.368614,-0.003868
4.5400,STN_A,E,-1.314700,-0.004072
4.5500,STN_A,E,-1.394899,-0.005038
4.5600,STN_A,E,-1.439087,-0.006286
4.5700,STN_A,E,-1.663268,-0.009546
4.5800,STN_A,E,-1.362499,-0.009472
4.5900,STN_A,E,-1.084540,-0.006765
4.6000,STN_A,E,-1.247814,-0.005753
4.6100,STN_A,E,-1.510556,-0.007193
4.6200,STN_A,E,-1.312747,-0.006466
4.6300,STN_A,E,-1.221707,-0.004490
4.6400,STN_A,E,-1.253629,-0.001923
4.6500,STN_A,E,-1.569125,-0.001568
4.6600,STN_A,E,-1.628606,-0.000936
4.6700,STN_A,E,-2.001951,-0.003920
4.6800,STN_A,E,-2.273188,-0.009858
4.6900,STN_A,E,-2.026713,-0.013355
4.7000,STN_A,E,-2.119314,-0.017502
4.7100,STN_A,E,-1.628737,-0.016777
4.7200,STN_A,E,-1.071387,-0.010631
4.7300,STN_A,E,-1.197268,-0.006152
4.7400,STN_A,E,-1.529930,-0.005740
4.7500,STN_A,E,-1.534870,-0.005847
4.7600,STN_A,E,-1.477230,-0.005977
4.7700,STN_A,E,-1.592529,-0.007133
4.7800,STN_A,E,-1.533768,-0.007353
4.7900,STN_A,E,-1.556248,-0.007763
4.8000,STN_A,E,-1.520225,-0.007916
4.8100,STN_A,E,-1.755944,-0.010555
4.8200,STN_A,E,-1.419575,-0.009616
4.8300,STN_A,E,-1.231902,-0.006846
4.8400,STN_A,E,-1.427042,-0.005901
4.8500,STN_A,E,-1.406766,-0.004870
4.8600,STN_A,E,-1.689958,-0.006599
4.8700,STN_A,E,-1.548051,-0.007116
4.8800,STN_A,E,-1.659803,-0.008519
4.8900,STN_A,E,-1.439454,-0.007273
4.9000,STN_A,E,-1.591460,-0.007273
4.9100,STN_A,E,-1.550318,-0.006967
4.9200,STN_A,E,-1.649567,-0.007826
4.9300,STN_A,E,-1.678024,-0.009418
4.9400,STN_A,E,-1.701466,-0.011708
4.9500,STN_A,E,-1.300866,-0.010266
4.9600,STN_A,E,-1.517811,-0.011763
4.9700,STN_A,E,-1.099806,-0.009690
4.9800,STN_A,E,-1.195378,-0.009069
4.9900,STN_A,E,-1.166031,-0.008650
5.0000,STN_A,E,-0.822172,-0.005268
5.0100,STN_A,E,-0.939438,-0.002851
5.0200,STN_A,E,-1.153790,-0.002670
5.0300,STN_A,E,-1.182598,-0.002457
5.0400,STN_A,E,-1.226212,-0.002910
5.0500,STN_A,E,-1.507927,-0.006516
5.0600,STN_A,E,-1.425904,-0.009220
5.0700,STN_A,E,-1.419328,-0.012121
5.0800,STN_A,E,-0.965301,-0.011454
5.0900,STN_A,E,-0.831549,-0.010231
5.1000,STN_A,E,-0.902686,-0.010171
5.1100,STN_A,E,-0.676769,-0.008652
5.1200,STN_A,E,-0.181496,-0.003024
5.1300,STN_A,E,-0.401460,-0.000566
5.1400,STN_A,E,-0.774287,-0.002399
5.1500,STN_A,E,-0.707809,-0.003706
5.1600,STN_A,E,-0.582302,-0.003961
5.1700,STN_A,E,-0.449081,-0.002791
5.1800,STN_A,E,-0.402191,-0.000949
5.1900,STN_A,E,-0.693519,-0.001867
5.2000,STN_A,E,-0.699357,-0.002842
5.2100,STN_A,E,-0.768544,-0.004328
5.2200,STN_A,E,-0.386153,-0.001743
5.2300,STN_A,E,-0.553335,-0.000386
5.2400,STN_A,E,-0.776115,-0.000526
5.2500,STN_A,E,-0.889634,-0.001006
5.2600,STN_A,E,-0.828501,-0.000026
5.2700,STN_A,E,-0.892934,0.001379
5.2800,STN_A,E,-1.133019,0.001625
5.2900,STN_A,E,-1.488569,-0.000673
5.3000,STN_A,E,-1.548685,-0.003045
